,OrderNo,OrderDate,Month,Year,CustomerID,Revenue,Seq,First Touch Channel,Channel_Type
888120,300044655594,2023-03-28,3,24,c5e8513b56249e0a127f8db514dc051b,72990.0,27,Organic Search,Organic
262775,300038266451,2022-11-19,11,12,0d227c92a3ef9b84f69ea12350217b97,499.0,23,Direct,Organic
349089,300032144713,2022-08-25,8,12,400a0d68b97158d3b85530837d066c38,112998.0,20,Affiliate,Paid
580009,300023073709,2022-02-25,2,12,31c2f68db1051e88bfcb4cb8abbf29dc,49499.0,14,Internal,Organic
236102,TC300032541768,2022-09-03,9,12,9f844401805bfc190cf5f3d22753db2e,16499.0,21,Direct,Organic
638462,300044455389,2023-03-22,3,24,0e257b39863b75d900b5d08a4f0aaf62,1999.0,27,Affiliate,Paid
351421,300040414500,2022-12-27,12,12,60c4583d993497cea9437ccb283439cc,6918.0,24,Paid Search,Paid
394888,300031813654,2022-08-18,8,12,7fc41fd2e654259c45dc9ed0ebe2cb20,1259.1,20,Organic Search,Organic
668153,300045816268,2023-04-15,4,24,4e3c542d1c2e6205c9b783756349df9a,36990.0,28,Direct,Organic
550327,300032734016,2022-09-20,9,12,1f8ea97ab5e09c093f6f1a5ac9c6228a,399.0,21,Direct,Organic
129273,300034923077,2022-09-30,9,12,f92ce9db3169fe83f7e8038e26e70947,12590.0,21,Organic Search,Organic
886570,300042307047,2023-01-31,1,24,082258aa34689e5d42d5e74adc1e3abc,1649.0,25,Paid Social,Paid
239296,300033794712,2022-09-23,9,12,18d0dfc7a689933f3103025c6834345f,1349.1,21,Paid Search,Paid
194337,TC300026732455,2022-05-20,5,12,69e48615dfc30dfcf032371bcfaeaf01,13499.0,17,Internal,Organic
631122,300042084938,2023-01-26,1,24,9be6191cc3c5795762588aa205627ddf,3999.0,25,Organic Search,Organic
826128,300044625164,2023-03-21,3,24,9a8a12d9d7d475caaa4db15bbb324180,10999.0,27,Affiliate,Paid
681964,300043554547,2023-02-26,2,24,1a5388e7e41ab4e3c21815b38b6f5017,1.0,26,Direct,Organic
655425,300045815437,2023-04-14,4,24,3c4e20be1a2195c8ee8d6654a2ec7093,2194.0,28,Direct,Organic
767566,300046572962,2023-04-27,4,24,3a1ff311d2635d38e248cd37f414a7b2,30.0,28,Affiliate,Paid
705688,300046799911,2023-05-01,5,24,7c2f612f7ac178369ae552e72a604ef1,499.0,29,Direct,Organic
284251,300026472325,2022-05-16,5,12,eb9f319a3ebf784ae7d344fa09510509,549.0,17,Paid Search,Paid
501039,300031479438,2022-09-07,9,12,fbff8dde5cf95b0b287e19d29edc36e2,1499.0,21,Paid Search,Paid
191808,300026710326,2022-05-20,5,12,762958c1430b8f2a9d5f7790b6efd82a,7299.0,17,Direct,Organic
51742,300029794647,2022-07-17,7,12,2d0b5b0a438fa163f4517dd6a6b7a1ac,30.0,19,Affiliate,Paid
146635,300035546551,2022-10-08,10,12,d64fd9053ce66a5072701a4b6b5c46ab,1749.0,22,Paid Search,Paid
410152,300026238757,2022-05-12,5,12,a21aaed8d8ab766f96c29c65ca6dd66c,152998.0,17,Paid Search,Paid
76291,300026921258,2022-05-22,5,12,72a1db4c42662a40b940bd52d7c6d654,15111.0,17,Direct,Organic
605658,300021688307,2022-01-09,1,12,09f2eefd9b7d82c8a05e109efa396516,14999.0,13,Organic Search,Organic
884873,300043028468,2023-02-16,2,24,8ddb8993b7376df0c7a5d935ff2ac6a2,32400.0,26,Direct,Organic
97112,300040651158,2022-12-31,12,12,c3fe49213b9dbe505723db0eb7fed960,570.0,24,Paid Search,Paid
659670,300041764319,2023-01-22,1,24,8e58fd7a0d1e831ded3f2bbc31adf39e,1499.0,25,Organic Search,Organic
41493,300038069292,2022-11-27,11,12,3f6992af5b6e9961effb00618b70e409,899.0,23,Direct,Organic
6400,300036536879,2022-10-23,10,12,458f8d1988c8dc65318fb230576aa77e,14841.0,22,Affiliate,Paid
172595,300027740233,2022-06-16,6,12,e75b57221e754a7607d31289475bfaee,2889.0,18,Paid Search,Paid
271712,300023572781,2022-03-13,3,12,e2ec0133dcf80d28b60feceb1ed9420b,328.0,15,Organic Search,Organic
20202,300036014102,2022-10-16,10,12,e856873a75066280b2693eade50030ff,6199.0,22,Organic Search,Organic
886582,300042266820,2023-01-31,1,24,c54f9113b2d64b8818aae5270a0f0d7a,27990.0,25,Paid Search,Paid
145443,300034656110,2022-09-28,9,12,faabac734cde4a02daa608b8418cf814,720.0,21,Organic Search,Organic
248886,300025648484,2022-05-02,5,12,cbaf5bb91bec27e8cd8a6972bf8d5b21,27990.0,17,Paid Search,Paid
880941,300044343782,2023-03-16,3,24,f7b8ed6ffda6779ac959a721f49e172b,53490.0,27,Organic Search,Organic
330375,300029856203,2022-07-18,7,12,31a3ef1516c55db49811e450054350f4,5499.0,19,Direct,Organic
319787,300028586708,2022-06-23,6,12,07c31242ab1368a44aa0b5ea7ec1ed13,53990.0,18,Paid Search,Paid
427582,300023359454,2022-03-06,3,12,2d77cfa1de599024d587966bf1827fc6,4679.22,15,Paid Search,Paid
514852,300037861990,2022-11-14,11,12,bcb561d6b2603d1850f60fd74dd71106,2489.0,23,Direct,Organic
641327,TC300047965100,2023-05-21,5,24,78a2662446dfcd58df86c1ce26ef9337,65100.43,29,Direct,Organic
814351,300044680363,2023-03-23,3,24,ec0d6827251d5fb4f3d4863c12b2b3d9,12890.0,27,Organic Search,Organic
240720,300031878750,2022-08-19,8,12,a98e3d816463173e2c43b1c84e8228ae,66990.0,20,Paid Search,Paid
726722,300047035266,2023-05-05,5,24,0dab603a758db328c3043b45f6c198be,70990.0,29,Affiliate,Paid
458420,300038495525,2022-11-23,11,12,b1934abea62f52ab33da8eef3653d560,2599.0,23,Paid Search,Paid
86838,300031389012,2022-08-12,8,12,a9299965cb5838e3618ef0a1ba1f7d41,25990.0,20,Paid Social,Paid
603509,300021819286,2022-01-16,1,12,b10180f8bdad757bc1172d6580d35307,12960.0,13,Affiliate,Paid
671870,300044524850,2023-03-19,3,24,81492e65f34d0fb70553d06ad21c3cd9,1506.7,27,Direct,Organic
149845,300040244124,2022-12-24,12,12,8684c0147dfc16bc55c397b607fd9800,55900.0,24,Paid Search,Paid
180831,TC300026809479,2022-05-21,5,12,d46a0a7ebf73e05bbccdd84d9f55ea16,6929.1,17,Paid Search,Paid
895807,300041154509,2023-01-17,1,24,498f8d9519074c8d65eedf17477c7010,629.1,25,Affiliate,Paid
662048,300043900911,2023-03-05,3,24,2d82a72bbd7cdfc8f483da50addf2b41,2999.0,27,Direct,Organic
838023,300044182843,2023-03-17,3,24,b8ed7b50b0041ef02e647fa582e132b6,194.0,27,Organic Search,Organic
70672,300036882074,2022-10-25,10,12,9556d5585919e7fc032a89ef0e7032dc,3950.0,22,Paid Search,Paid
903591,300041157037,2023-01-10,1,24,7af4106741de9d6e4fee62cc767458fa,3990.0,25,Direct,Organic
781890,300040764413,2023-01-02,1,24,bec4f401861839eac6ab3ac1b86c3214,1699.0,25,Paid Search,Paid
685379,300042241631,2023-01-29,1,24,35a14e6b3b876ebae467645e3d5cbcef,1.0,25,Paid Search,Paid
298184,300040356959,2022-12-26,12,12,5e61b06fb2ebd394fb63b8c1f710b43a,699.0,24,Direct,Organic
600169,300022979160,2022-02-22,2,12,aa0e0539315cd4fc47ff0911e838756e,799.0,14,Organic Social,Organic
564416,300024507375,2022-04-05,4,12,95775bfad80a5cbf92f9ea23125b75ef,1874.0,16,Paid Search,Paid
552104,300022451309,2022-02-06,2,12,aee46c9ab5957ff5766fda54e109db88,17548.2,14,Paid Search,Paid
302444,300039205852,2022-12-03,12,12,bda1d852147db077f9527b134d1b00b7,999.0,24,Direct,Organic
381342,300027739947,2022-06-09,6,12,4f6fdbfe7f83f919edca8a18221c1b78,5345.1,18,Paid Search,Paid
110723,300021951719,2022-01-26,1,12,b0f3f2c61cc477045ba83d350eefb25b,9449.1,13,Paid Search,Paid
212798,300027196169,2022-05-28,5,12,62778008829c4ccd3af5158d1da6c7aa,728.27,17,Affiliate,Paid
593623,300023037778,2022-02-24,2,12,2e0819699b08f41f1d55ad146142ed76,40613.0,14,Direct,Organic
108636,300028758850,2022-06-26,6,12,81e82751086588c73daf9b3817cb26bd,16490.0,18,Direct,Organic
442795,300039827977,2022-12-16,12,12,e4c5662a9bd0a1edd1031a96f565f593,629.0,24,Organic Search,Organic
848739,300043079884,2023-02-17,2,24,cc39467199aa7fda248c7a2ba115dbbf,499.0,26,Paid Search,Paid
38195,300036435333,2022-10-26,10,12,2e009021bd80296940fba887f62692ca,6999.0,22,Paid Social,Paid
593318,300022551847,2022-02-10,2,12,d49a7489e32ee7d5dc0ad1e399a0611e,48430.3,14,Affiliate,Paid
366142,300028012377,2022-06-14,6,12,3aff3d33a7aef96cf1b6c7d67dfc42da,999.0,18,Paid Search,Paid
784799,300041851104,2023-01-24,1,24,97eeb20e78d413981066f152ee5d96b5,897.0,25,Direct,Organic
743179,300046643677,2023-04-28,4,24,cb257209d88e84ce4d42ded45623b343,1599.0,28,Direct,Organic
564267,300024340198,2022-04-05,4,12,b4a10c3f5b341c3137a1ce596b420b04,899.0,16,Direct,Organic
691840,300043141044,2023-02-19,2,24,f7d753321e4447e7df818a67ed522b7a,1.0,26,Organic Search,Organic
770173,300046573444,2023-04-27,4,24,ebe570d28c6762e12cfeaf61c238aff5,2999.0,28,Referral,Paid
257189,300029301685,2022-07-07,7,12,b693682795d1c717451ded3e9be87bf3,8538.3,19,Paid Search,Paid
98166,300040676467,2022-12-31,12,12,52e009d224b55f8fd22e9c44f71b8723,31490.0,24,Organic Search,Organic
214594,300028977030,2022-07-01,7,12,f2129244c863afa6c3c8a06f6f7830ea,54999.0,19,Direct,Organic
50687,300029803182,2022-07-17,7,12,4cef64f196436573190f1b617e878e08,30.0,19,Affiliate,Paid
280459,300029265884,2022-07-06,7,12,0062a3a404f291fe4f811b09f83db403,499.0,19,Organic Search,Organic
109094,300028751023,2022-06-26,6,12,1e3f8b3f18c289fac46dc4c802070177,71990.0,18,Direct,Organic
270721,300029202644,2022-07-05,7,12,432290ffb9fa43cf9184ffc4bb76e8ea,329.0,19,Paid Search,Paid
359499,300032432660,2022-09-02,9,12,022d324e0c8a7428300ccf6bfbefc511,3566.0,21,Organic Search,Organic
172962,300027834541,2022-06-16,6,12,0339949970c8340941bfdbc32ba9896f,4999.0,18,Paid Search,Paid
868418,TC300042563604,2023-02-06,2,24,51d561344f2b1f8c726366857456ff5e,3013.2,26,Internal,Organic
612399,300021661327,2022-01-08,1,12,5bbf6fdea302d20079d7bb5caa971fff,994.0,13,Paid Search,Paid
672303,TC300044537394,2023-03-19,3,24,8383c2a1de733cae49860aa2cf7d44f7,589.0,27,Direct,Organic
575476,300022838109,2022-02-18,2,12,cdcbdda34173fa02d8ffbeccde5a58c2,640.0,14,Organic Search,Organic
30309,300034760475,2022-10-02,10,12,b3a2c08123b37815499d0847b151c39e,12650.0,22,Direct,Organic
721845,TC300047658962,2023-05-31,5,24,1f0d10429d0bcab5af030d4a5a514e43,28999.0,29,Direct,Organic
20924,300036853371,2022-10-24,10,12,b8148bfb42d78f3cdf732f5d0bd9d30f,50990.0,22,Paid Search,Paid
803678,300041576692,2023-01-20,1,24,d8de4db16085ab37d3131fb1013f6693,28990.0,25,Direct,Organic
865879,300043005155,2023-02-15,2,24,a33b2c738d85b9ea380efe02ca0c2a09,2560.0,26,Direct,Organic
848361,300043749448,2023-03-02,3,24,ae4a2d1a7597e70f6d26c108cd9a634d,1290.0,27,Paid Search,Paid
798445,300042926158,2023-02-14,2,24,71fcac1ece02a03b86fc6041f266e494,3998.0,26,Direct,Organic
745652,300041961441,2023-01-25,1,24,008a41413239f6b20d8403b93bdcf2e6,569.0,25,Paid Search,Paid
69501,300036941197,2022-10-25,10,12,899e232e59ecac7f3d133f62bd3831d1,11249.1,22,Referral,Paid
147904,TC300040193520,2022-12-24,12,12,04ee833857c0580423a810604d8b06ad,4549.0,24,Direct,Organic
215464,300028344545,2022-07-01,7,12,30fb67fbf11beb61a5b58109f1c85275,24741.0,19,Paid Search,Paid
304842,300024018848,2022-03-26,3,12,5d88077f67ce43aefb3f3ce1d3d9fd36,12373.0,15,Paid Search,Paid
823470,300043764966,2023-03-03,3,24,a12045d4e2aca6fdc5aa138820153225,15990.0,27,Direct,Organic
46174,300024407097,2022-04-02,4,12,2ede88a3575a52345ebf39a9963bd97e,42490.0,16,Paid Search,Paid
357620,TC300029579462,2022-07-19,7,12,04b52c59b5523aaa7e51f49a71078fd1,399.0,19,Direct,Organic
17421,300035360615,2022-10-05,10,12,08d2c6bb22a21dfe62d8ca224dd32087,26900.0,22,Paid Search,Paid
807412,300046969305,2023-05-04,5,24,28f658ce5e3685e05b59ac7668b57455,14356.0,29,Paid Search,Paid
585764,300022792209,2022-02-17,2,12,a1e84d56bc733d1bd189e67430a8a999,1359.0,14,Direct,Organic
788790,300047329396,2023-05-10,5,24,351ae3b608bf11e113f93e0a0d2b107e,19690.0,29,Organic Search,Organic
449947,300032098071,2022-08-24,8,12,72122b497b43948e11a3270fe1104777,62190.0,20,Paid Search,Paid
15687,300035778048,2022-10-21,10,12,6f783982cab0e01c0ff3d9c40a32d33e,6850.0,22,Organic Search,Organic
512190,300023654962,2022-03-16,3,12,f1a1f561d0573dbeb1488c19185c57c0,799.0,15,Paid Search,Paid
652043,300040337376,2023-01-01,1,24,6c51b76baddfc60032c1836c76351fe3,16249.0,25,Direct,Organic
449420,300032045610,2022-08-24,8,12,72f7aa1b4009ed130e98c6021c7b9156,61999.0,20,Organic Search,Organic
603117,300021832424,2022-01-16,1,12,ab6d148c610517d82dbb588de19ef4f1,15478.2,13,Organic Search,Organic
312295,300035674259,2022-10-10,10,12,212bd37b9cd4a1f39de0595752551ed7,52990.0,22,Organic Search,Organic
576403,300022583880,2022-02-11,2,12,0ba5573d82eeeccd411ec87a0b22985a,56190.3,14,Direct,Organic
709831,300046987763,2023-05-12,5,24,a2b4515dec0f2922473c77902d701056,270.0,29,Organic Search,Organic
249682,300028665352,2022-06-24,6,12,8820f71643794aa30ce8e946558634b1,699.0,18,Paid Search,Paid
832755,300044273552,2023-03-13,3,24,e98a2911b3f9638e6318531728be9d5b,29490.0,27,Direct,Organic
602873,300022922660,2022-02-21,2,12,d2d22b9a37321423d59258d1fa90c3e1,288.0,14,Organic Search,Organic
638562,300044668789,2023-03-22,3,24,a1d6b891a7f1d9f2ec40d402580040c5,1099.0,27,Direct,Organic
597494,300022235282,2022-01-28,1,12,e4452eb13535bbc7fce0b6bc3a2914b5,1449.0,13,Organic Search,Organic
470357,300039765856,2022-12-15,12,12,314000d8b5d4f9addcd847ecbef3619b,14490.0,24,Direct,Organic
741230,300044393995,2023-03-18,3,24,993e12b0c0024cc75fc9615478d2bb0a,1994.0,27,Organic Search,Organic
187343,300040608882,2022-12-30,12,12,0903c5e8ef55b787194c425540074cdb,39999.0,24,Organic Search,Organic
614646,300021554806,2022-01-03,1,12,50aebae89bd83a1cf0243d515db1626a,1376.55,13,Internal,Organic
200181,300028191214,2022-06-17,6,12,0ed2b77a8cf9c3f0210aa7bd1021ed39,34190.5,18,Organic Search,Organic
300354,300029149381,2022-07-04,7,12,014b8d29e9317c1cf285267e3d3308dc,17900.0,19,Organic Search,Organic
133850,300026356376,2022-05-14,5,12,4f6d7de4fed7a79fdf33f9307de8829a,47990.0,17,Paid Search,Paid
486328,300037696179,2022-11-08,11,12,3f7840627581a7c543a7e350caf3fb04,13004.1,23,Direct,Organic
434644,300033028904,2022-09-12,9,12,8ffb10c244963ff38c3a40693d7b2cda,30.0,21,Affiliate,Paid
441473,300039329184,2022-12-16,12,12,d1bed48810a278282ea204ea4dbbc47f,15890.0,24,Organic Search,Organic
41347,300038232079,2022-11-27,11,12,496ad3fd280b4dba19d7a8a50d042a91,13499.0,23,Direct,Organic
624603,300022345808,2022-02-01,2,12,08a4cc2e36110dbed09dbf193b838750,770.0,14,Paid Search,Paid
187453,300040610877,2022-12-30,12,12,6d00ca3b30e1a4fff040c96c3a050c2d,1898.0,24,Paid Search,Paid
658273,300041724053,2023-01-22,1,24,49484675fc7e7d979a9cb88e2408ce52,12599.0,25,Affiliate,Paid
319270,300026850808,2022-06-23,6,12,1841ec6632e60f1ab05d4e8dc402ebf2,23990.0,18,Organic Search,Organic
591091,300023267766,2022-03-03,3,12,b43136e5aedcfb1549f398fa9af4fc49,620.1,15,Paid Search,Paid
77772,300035573601,2022-10-09,10,12,32643d80afe7108cec48f0758a8ac7fd,899.0,22,Paid Search,Paid
121037,TC300027229730,2022-05-29,5,12,a02c0c3896786e98c33ce5381c4c49d3,1999.0,17,Direct,Organic
837961,300044426940,2023-03-17,3,24,cbf3fbf76dea92c15b836080498c6ff0,16636.0,27,Direct,Organic
230394,300037022798,2022-10-28,10,12,7612947b2e37f8194eba6f991143da04,18999.0,22,Organic Search,Organic
695375,300046551405,2023-05-25,5,24,b16e3a0c61f1bfd6ba816af4f2587ab9,16999.0,29,Affiliate,Paid
728181,300045693760,2023-04-13,4,24,9873204aa6a9ce8be233351b51240049,1999.0,28,Direct,Organic
4226,300036773386,2022-10-23,10,12,2639a6ba33fb32c7510e0518d53873b8,9349.0,22,Direct,Organic
285859,300026496074,2022-05-16,5,12,0485cfbe6137edef28c8deb32f83ca07,2594.0,17,Organic Search,Organic
190282,300035264601,2022-10-04,10,12,3c39f3d75ec38a89984c68bd625121a2,719.1,22,Organic Search,Organic
558164,300021943833,2022-01-20,1,12,3efec45ed5a67d6683c2ba370efb05b8,73990.0,13,Organic Search,Organic
223289,300026292995,2022-05-13,5,12,585c4cf69d11bd03c5cbfd709f7ccedf,18999.0,17,Organic Search,Organic
398095,300037529208,2022-11-05,11,12,f88a4b79ba36c6467ba8b5ae80fb9fd2,30.0,23,Affiliate,Paid
678832,300046204878,2023-04-21,4,24,9e769a48e87b4de8e486eed667e7c28e,23290.0,28,Organic Search,Organic
651425,300040711043,2023-01-01,1,24,96f05675d63071ac0526a2b9f2b3be68,389.0,25,Paid Social,Paid
104584,300025680284,2022-05-08,5,12,643b51ec6a03c5ebed12729e7d512e4f,449.0,17,Paid Search,Paid
354639,300037858193,2022-11-12,11,12,49246b41f06223c0c0dda1a7e1576a48,56499.0,23,Organic Search,Organic
700121,300048179528,2023-05-24,5,24,4a8363ef4c440bd31bc63472d252ef70,290.0,29,Direct,Organic
725341,300046984961,2023-05-05,5,24,531b64e230337f40287cd1d8648ee394,14690.0,29,Organic Search,Organic
552241,300022356533,2022-02-06,2,12,ae0dcd2049e8c394a7b1b1a1962293e4,3399.2,14,Paid Search,Paid
62266,300028377996,2022-06-19,6,12,38497965328f83e4d1127a6b9ad1ae0b,1889.1,18,Organic Search,Organic
473739,300025101941,2022-04-20,4,12,c31f99c4a65fcdb9c9570e3f526073b3,134.1,16,Organic Search,Organic
894757,300042625127,2023-02-07,2,24,502efe240b0a0fb2f5bf4eeca93c7e19,54490.0,26,Organic Search,Organic
543710,300023654424,2022-03-15,3,12,30605d401ef395446bbf96fdcccc8825,5556.64,15,Affiliate,Paid
47879,300023522542,2022-04-02,4,12,1967377020ecaea3964e20c6618ad5ec,7469.1,16,Organic Search,Organic
658201,300041722896,2023-01-22,1,24,acf57e7133448485b05ac131f7789bcd,1900.0,25,Direct,Organic
404825,300039015092,2022-11-28,11,12,005f1f2cb033bb9fc31487a16966722d,1050.0,23,Paid Search,Paid
37448,300036987161,2022-10-26,10,12,01586b69fbddf9ebf061fdc1adc89585,89990.0,22,Organic Search,Organic
283156,TC300024971338,2022-04-16,4,12,5bf4cbfb6b77bb67a1e110574d1921d9,23749.05,16,Affiliate,Paid
74744,TC300026916294,2022-05-22,5,12,de66f1ba874edc0de15da5134d46d9c0,2699.1,17,Paid Search,Paid
889230,300042730799,2023-02-10,2,24,05363b09fc81e528776b5f144d015d67,11990.0,26,Organic Search,Organic
799269,300042918729,2023-02-14,2,24,9433c1f7dfd1f184c6a079550c2be9c8,590.0,26,Paid Search,Paid
803072,300041555282,2023-01-20,1,24,12b504a0513c7fb875f65f12edd84343,10499.0,25,Paid Search,Paid
438721,300025480157,2022-04-28,4,12,22f580d01d6f7d4b148c506690860c49,5336.1,16,Paid Search,Paid
775272,300043501530,2023-02-25,2,24,8cb9bbfe2b718e629bbd8e5292591f0e,1799.0,26,Paid Search,Paid
511613,300023631649,2022-03-16,3,12,8224c338a8ed42dab14a54f416e278f9,29900.0,15,Direct,Organic
93140,300028268769,2022-06-18,6,12,9e42d89e5b6666af3e6eb335ff1cba05,69990.0,18,Direct,Organic
109124,300028175430,2022-06-26,6,12,62fa2ce04ad41eef4cf38c1d656a3b62,35285.0,18,Organic Search,Organic
15452,TC300036506301,2022-10-21,10,12,afa19fab884f20e1125e92a4824f8d23,9490.0,22,Affiliate,Paid
55949,300029362500,2022-07-10,7,12,8c33094e7a0044f7e12ee9ab0d15e8d7,799.0,19,Direct,Organic
681660,300043548288,2023-02-26,2,24,e81450083338438d75ed4f6c823e1c52,1.0,26,Organic Search,Organic
508670,300023331112,2022-03-05,3,12,b0940702fb1bcff0709867cf1889deca,10349.1,15,Paid Search,Paid
479772,TC300038856106,2022-12-09,12,12,3b8251d29a7c67c26bbd1171982e43b9,10440.5,24,Affiliate,Paid
528499,300022880799,2022-02-19,2,12,21912bbb11c4f3774d9ccb1da1c54f75,17638.2,14,Direct,Organic
569625,300023279142,2022-03-04,3,12,94c66f988127fd2c7f74c30e586dd843,23036.58,15,Direct,Organic
206393,TC300026279999,2022-05-19,5,12,c2de2270156f150c9925ade156c312f4,7799.0,17,Internal,Organic
663037,300047901292,2023-05-20,5,24,bc7cda07735b049056f7881db9bf64d2,45990.0,29,Organic Search,Organic
254685,300033308329,2022-09-16,9,12,a3bc075cce1d800eebcd1224f5d9b711,199.0,21,Affiliate,Paid
855428,300040982749,2023-01-06,1,24,9f841b739b7e19178fdbc910ad820402,8990.0,25,Paid Search,Paid
526343,300021521863,2022-01-02,1,12,19afe08f101ee8d751176fb828e604fb,949.05,13,Paid Search,Paid
594556,300022757424,2022-02-24,2,12,5f23435b35cf9caa4696f1d7cd677c0a,66435.3,14,Organic Search,Organic
785799,300041884802,2023-01-24,1,24,ecb550b620ecf5a64445e563ffbc1035,989.1,25,Paid Search,Paid
885099,300043036924,2023-02-16,2,24,4d0d2f06c5bc7c50f2a1df043effa31f,1699.0,26,Paid Search,Paid
717134,TC300046045804,2023-04-19,4,24,e51887d3dba77713013a20a3ab152c87,62990.0,28,Internal,Organic
735895,300048046670,2023-05-22,5,24,070bb6a357c2e490533f0f2369fe6cfd,27490.0,29,Organic Search,Organic
244080,300037918104,2022-11-13,11,12,32e78d667ca356efe6b832b6102e1591,52490.0,23,Organic Search,Organic
735109,300047810327,2023-05-22,5,24,48bae6abefa73503d80325b77f627029,3229.0,29,Affiliate,Paid
127651,300037176407,2022-10-30,10,12,a7381a3fa1b7f45bec4dd58e0879322b,899.0,22,Paid Search,Paid
3044,TC300031682806,2022-08-15,8,12,84d5007839b691654f6c636551c0efbc,999.0,20,Direct,Organic
403189,300038596426,2022-11-28,11,12,5d6cda53f1f9c7c17f548b528b258525,5149.0,23,Paid Search,Paid
431394,300027478624,2022-06-07,6,12,12626fb8accdc2855d831e8586428bc6,7641.0,18,Paid Search,Paid
477151,300039398677,2022-12-07,12,12,af09c10fb7172e3bf70e04db06d6c3a2,6999.0,24,Organic Search,Organic
897103,300041184111,2023-01-11,1,24,14d43be11ec79a4e510997c78878678e,149.0,25,Organic Search,Organic
45600,300023782295,2022-04-03,4,12,7a0e6f216a3fd329d6898c8be43e40a1,22941.0,16,Paid Search,Paid
891781,300041239238,2023-01-12,1,24,b2a386005bdcf999da10eaf0cacf6982,799.0,25,Direct,Organic
98831,300040691090,2022-12-31,12,12,bdd42f49224b06a5542db3da8e844cc6,3999.0,24,Organic Search,Organic
28896,300035116778,2022-10-02,10,12,48a382f99d8871870778674d46d4ebc5,7690.0,22,Paid Search,Paid
601576,300023007863,2022-02-23,2,12,93519068cf801521495ec1075cf689d2,13999.0,14,Paid Search,Paid
650787,300046769517,2023-04-30,4,24,ad6035a9da7aba8f5d9f135ac7b06255,2987.0,28,Paid Search,Paid
464248,300039929944,2022-12-19,12,12,799e51ccf7c90e793675665c347675d4,590.0,24,Paid Social,Paid
898190,300043277034,2023-02-21,2,24,4c48afe3214b2fa1f73e7da517fc83f0,1978.0,26,Paid Search,Paid
461988,300023862237,2022-03-21,3,12,11ff92a2cb3cd5a21451c655116213fd,870.0,15,Paid Search,Paid
35165,300025784124,2022-05-03,5,12,93c8e6b08b3da6d43346b9aaf83140a8,27990.0,17,Organic Search,Organic
339886,300028486428,2022-06-21,6,12,2d799b9da7e5a6a0c53c3584c24c4865,7759.03,18,Organic Search,Organic
547663,300023622754,2022-03-14,3,12,6445a838ad715d928420d574726066b0,1559.22,15,Paid Search,Paid
886051,TC300042996475,2023-02-16,2,24,1819c988c3a7e5e3c52984cace06d325,18999.0,26,Direct,Organic
405002,300033421180,2022-09-22,9,12,e55501e101401bb7322f3be92c197b78,1526.55,21,Paid Search,Paid
196465,300032954638,2022-09-11,9,12,1f2baf55c8b09ac8fd403f16019a8a40,798.0,21,Paid Search,Paid
846195,300040932890,2023-01-05,1,24,99a26274fe1a57c64e5e22b1665439db,4998.0,25,Organic Search,Organic
673070,300044193178,2023-03-12,3,24,7939431e097ac3d59aba458b57ced07d,590.0,27,Direct,Organic
301032,300034929185,2022-10-14,10,12,86018deaf1be7c5c04ff8cddb6133568,4699.0,22,Organic Search,Organic
819742,300044059413,2023-03-09,3,24,3fceb07c47ec56212614a228e5ddcec6,1937.05,27,Organic Search,Organic
469614,300032797582,2022-09-08,9,12,0e6106b14b6f2e4884f1cab37aae2c17,1099.0,21,Paid Search,Paid
670295,300048473266,2023-05-27,5,24,14692fced60e1aeec864ed5267e81f08,23990.0,29,Organic Search,Organic
782674,300040773978,2023-01-02,1,24,69ac720fbd9d092155923c556397eeab,5999.0,25,Organic Search,Organic
26467,TC300036428259,2022-10-20,10,12,0503870b0752b5706755f703fa82d145,9490.0,22,Internal,Organic
369643,300038580080,2022-11-24,11,12,4c626f5ea356f7c23a922f17a2a5105c,1599.0,23,Paid Search,Paid
487771,300039343435,2022-12-05,12,12,103e2bd26f7265c737eb31d8b03d72ca,12440.0,24,Paid Search,Paid
687253,TC300046718204,2023-04-29,4,24,59ab8e5086e40992ac1f23a10342e983,9249.0,28,Direct,Organic
115162,300033915244,2022-09-24,9,12,790f4b6cc5da292510457bb326823ad5,23999.0,21,Organic Search,Organic
385248,TC300027113756,2022-05-26,5,12,eb911c97217207080f5407ba3ceb6cfc,3998.0,17,Internal,Organic
271769,300022953041,2022-03-13,3,12,f38eb76c76d10adead5a563329b2ace6,8999.1,15,Paid Search,Paid
613368,300021663585,2022-01-08,1,12,06c6d9e62cdb530800c8e66b3d892721,14398.2,13,Organic Search,Organic
686068,300046685024,2023-04-29,4,24,1e294fd9d1af1e062126d5e9a8fbb2ab,1999.0,28,Referral,Paid
782366,300040677532,2023-01-02,1,24,c8e74d81685f2e10c0ab9c9e5c7836a1,9081.0,25,Paid Search,Paid
701133,300048184820,2023-05-24,5,24,e34bf1c4f5d02ba8250e3d7a438ea0d8,38490.0,29,Paid Search,Paid
199171,300028195229,2022-06-17,6,12,051ac417deb6f4262aca784216681fd5,35390.0,18,Direct,Organic
78060,300035609549,2022-10-09,10,12,50d83ef0a5836e257f05189c379ee189,3072.0,22,Organic Search,Organic
831323,TC300044253871,2023-03-13,3,24,f13d227c911f816bb65a1d775f048afa,534.0,27,Direct,Organic
848908,300043086090,2023-02-17,2,24,ffa686e0793575a74f85c79a2411d252,1.0,26,Organic Search,Organic
